IdProcedimientos,CodProce,CodISS,CodSOAT,DESCRIP,TipoProc,ValorISS,ValorSOAT,ValorParticular,GrupoSOAT,QX,Clasificacion,Area,UVR,Institucional,Nivel,Cuenta,UVRN,ValorISS2000,OtrosServ,RN,DescripSoat,Sexo,Activo,Atributos,EdadInf,EdadSup,PerAtiende,TipoServ,Finalidad,MaxUn,AmbitoProce,FinalidadProce,PerAtiendeProce,ActoQuirurgico,HabilitadoHC,Hemoderivado,AplicaPyP,AplicaEnfermeria,Curaciones,TerapiaRespiratoria,TerapiaFisica,idAreaLaboratorio,CuentaColGaap,idPlantillaServicio
H4975,882295,312232,31201,DUPLEX SCANNING [DOPPLER- ECOGRAFIA] CON EVALUACION DE FLUJO SANGUINEO EN HIPERTENSION PORTAL,False,77480.0,0.0,0.0,12.63,False,,,,True,,,0.0,0.0,,False,"IMAGEN Y DOPPLER PULSADO ESPECTRAL (DÚPLEX SCANNING), DE: ARTERIAS CARÓTIDAS, ARTERIAS VERTEBRALES, ARTERIAS AXILARES Y HUMERALES, AORTA ABDOMINAL, TRONCO CELÍACO, ARTERIAS ILÍACAS, ARTERIAS RENALES, ARTERIAS MESENTÉRICAS, ARTERIAS FEMORALES Y POPLÍTEA, A",A,True,|Pos_Pr|Sub_Pr|,000,599,,,1,,2,1,1,,True,False,False,False,False,False,False,,,
H4976,882296,,31201,DUPLEX SCANNING [DOPPLER- ECOGRAFIA] CON EVALUACION DE FLUJO SANGUINEO EN HIPERTENSION PORTAL A COLOR,False,0.0,0.0,0.0,12.63,False,,,,True,3,,0.0,0.0,,False,"IMAGEN Y DOPPLER PULSADO ESPECTRAL (DÚPLEX SCANNING), DE: ARTERIAS CARÓTIDAS, ARTERIAS VERTEBRALES, ARTERIAS AXILARES Y HUMERALES, AORTA ABDOMINAL, TRONCO CELÍACO, ARTERIAS ILÍACAS, ARTERIAS RENALES, ARTERIAS MESENTÉRICAS, ARTERIAS FEMORALES Y POPLÍTEA, A",A,True,,000,599,,,1,,2,1,1,,True,False,False,False,False,False,False,,,
H4977,882298,312230,31217,DOPPLER OBSTETRICO CON EVALUACION DE CIRCULACION PLACENTARIA,False,41580.0,0.0,0.0,5.69,False,R,3150,,True,2,43124701,0.0,0.0,,False,EXAMEN OBSTÉTRICO CON EVALUACIÓN DE CIRCULACIÓN PLACENTARIA,A,True,|Pos_Pr|Sub_Pr|,409,454,,,1,,2,1,1,,True,False,False,False,False,False,False,,,
H4978,882301,312402,31205,FOTOPLETISMOGRAFIA DE VASOS ARTERIALES EN MIEMBROS SUPERIORES,False,41580.0,0.0,0.0,5.69,False,,69,,True,2,,0.0,0.0,,False,FOTOPLETISMOGRAFÍA ARTERIAL O VENOSA,A,True,,000,599,,,1,,2,1,1,,True,False,False,False,False,False,False,,,
H4979,882302,312402,31205,FOTOPLETISMOGRAFIA DE VASOS VENOSOS EN MIEMBROS SUPERIORES,False,41580.0,0.0,0.0,5.69,False,,69,,True,2,,0.0,0.0,,False,FOTOPLETISMOGRAFÍA ARTERIAL O VENOSA,A,True,,000,599,,,1,,2,1,1,,True,False,False,False,False,False,False,,,
H498,083300,2253,2270,"CORRECCIÓN DE PTOSIS PALPEBRAL, POR RESECCIÓN EXTERNA DEL ELEVADOR SOD",False,0.0,0.0,0.0,11.0,True,I,87,100,True,3,,4440.0,0.0,,False,CORRECCIÓN PTOSIS PALPEBRAL (RESECCIÓN EXTERNA O INTERNA DEL MÚSCULO ELEVADOR),A,True,,000,599,,,2,,,,,,True,False,False,False,False,False,False,,,
H4980,882305,312402,31206,PLETISMOGRAFIA DE VASOS ARTERIALES EN MIEMBROS SUPERIORES,False,41580.0,0.0,0.0,5.69,False,R,69,,True,2,,0.0,0.0,,False,PLETISMOGRAFÍA ARTERIAL DIGITAL,A,True,,000,599,,,1,,2,1,1,,True,False,False,False,False,False,False,,,
H4981,882306,312402,31204,PLETISMOGRAFIA DE VASOS VENOSOS EN MIEMBROS SUPERIORES,False,41580.0,0.0,0.0,9.68,False,R,69,,True,2,,0.0,0.0,,False,PLETISMOGRAFIA VENOSA O ARTERIAL DE MMSS O MMII EN REPOSO Y POST EJERCICIO,A,True,,000,599,,,1,,2,1,1,,True,False,False,False,False,False,False,,,
H4982,882310,312235,31214,DOPPLER DE VASOS ARTERIALES DE MIEMBROS SUPERIORES,False,94475.0,0.0,0.0,5.09,False,R,3150,,True,2,43124701,0.0,0.0,,False,"DOPPLER CON ANÁLISIS ESPECTRAL, PERIORBITARIO, ARTERIAL O VENOSO DE MMSS, AORTA ABDOMINAL Y ARTERIAS ILÍACAS, VENAS CAVA INFERIOR E ILÍACAS, ARTERIAL O DE VENAS PROFUNDAS DE MMII, CIRCULACIÓN PENEANA, CIRCULACIÓN VENOSA O ARTERIAL ESCROTAL.",A,True,|Pos_Pr|Sub_Pr|,000,599,,,1,,2,1,1,,True,False,False,False,False,False,False,,,
H4983,882311,312236,31214,DOPPLER DE VASOS VENOSOS DE MIEMBROS SUPERIORES,False,81750.0,0.0,0.0,5.09,False,,,,True,2,,0.0,0.0,,False,"DOPPLER CON ANÁLISIS ESPECTRAL, PERIORBITARIO, ARTERIAL O VENOSO DE MMSS, AORTA ABDOMINAL Y ARTERIAS ILÍACAS, VENAS CAVA INFERIOR E ILÍACAS, ARTERIAL O DE VENAS PROFUNDAS DE MMII, CIRCULACIÓN PENEANA, CIRCULACIÓN VENOSA O ARTERIAL ESCROTAL.",A,True,|Pos_Pr|Sub_Pr|,000,599,,,1,,2,1,1,,True,False,False,False,False,False,False,,,
H4984,882312,312235,31201,DUPLEX SCANNING [DOPPLER- ECOGRAFIA] DE VASOS ARTERIALES DE MIEMBROS SUPERIORES,False,94475.0,0.0,0.0,12.63,False,,,,True,,,0.0,0.0,,False,"IMAGEN Y DOPPLER PULSADO ESPECTRAL (DÚPLEX SCANNING), DE: ARTERIAS CARÓTIDAS, ARTERIAS VERTEBRALES, ARTERIAS AXILARES Y HUMERALES, AORTA ABDOMINAL, TRONCO CELÍACO, ARTERIAS ILÍACAS, ARTERIAS RENALES, ARTERIAS MESENTÉRICAS, ARTERIAS FEMORALES Y POPLÍTEA, A",A,True,|Pos_Pr|Sub_Pr|,000,599,,,1,,2,1,1,,True,False,False,False,False,False,False,,,
H4985,882313,312236,31210,DUPLEX SCANNING [DOPPLER- ECOGRAFIA] DE VASOS VENOSOS DE MIEMBROS SUPERIORES,False,81750.0,0.0,0.0,5.09,False,,,,True,,,0.0,0.0,,False,"DOPPLER CONTINUO BIDIRECCIONAL, PERIORBITARIO, ARTERIAL O VENOSO DE MMSS AORTA ABDOMINAL Y ARTERIAS ILÍACAS, VENAS CAVA INFERIOR E ILÍACAS, ARTERIAL O DE VENAS PROFUNDAS DE MMII, CIRCULACIÓN PENEANA, CIRCULACIÓN VENOSA O ARTERIAL ESCROTAL.",A,True,|Pos_Pr|Sub_Pr|,000,599,,,1,,2,1,1,,True,False,False,False,False,False,False,,,
H4986,882314,312235,31212,DUPLEX SCANNING [DOPPLER- ECOGRAFIA] DE VASOS ARTERIALES DE MIEMBROS SUPERIORES A COLOR,False,94475.0,0.0,0.0,6.65,False,,69,,True,2,,0.0,0.0,,False,"DOPPLER CONTINUO BIDIRECCIONAL, DIGITAL",A,True,,000,599,,,1,,2,1,1,,True,False,False,False,False,False,False,,,
H4987,882315,,31212,DUPLEX SCANNING [DOPPLER- ECOGRAFIA] DE VASOS VENOSOS DE MIEMBROS SUPERIORES A COLOR ,False,0.0,0.0,0.0,6.65,False,,,,True,2,,0.0,0.0,,False,"DOPPLER CONTINUO BIDIRECCIONAL, DIGITAL",A,True,,000,599,,,1,,2,1,1,,True,False,False,False,False,False,False,,,
H4988,882320,312402,31205,FOTOPLETISMOGRAFIA DE VASOS ARTERIALES EN MIEMBROS INFERIORES,False,41580.0,0.0,0.0,5.69,False,,69,,True,2,,0.0,0.0,,False,FOTOPLETISMOGRAFÍA ARTERIAL O VENOSA,A,True,,000,599,,,1,,2,1,1,,True,False,False,False,False,False,False,,,
H4989,882321,312402,31205,FOTOPLETISMOGRAFIA DE VASOS VENOSOS EN MIEMBROS INFERIORES,False,41580.0,0.0,0.0,5.69,False,,69,,True,2,,0.0,0.0,,False,FOTOPLETISMOGRAFÍA ARTERIAL O VENOSA,A,True,,000,599,,,1,,2,1,1,,True,False,False,False,False,False,False,,,
H499,083400,2253,2232,"CORRECCIÓN DE PTOSIS PALPEBRAL, POR RESECCIÓN DEL ELEVADOR VIA CONJUNTIVAL SOD ",False,0.0,0.0,0.0,5.0,True,I,87,100,True,3,,4440.0,0.0,,False,FIJACIÓN SUPRATARSAL PARA FORMAR PLIEGUE PÁRPADO SUPERIOR,A,True,,000,599,,,2,,,,,,True,False,False,False,False,False,False,,,
H4990,882325,312402,31209,PLETISMOGRAFIA DE VASOS ARTERIALES EN MIEMBROS INFERIORES,False,41580.0,0.0,0.0,5.69,False,R,69,,True,2,,0.0,0.0,,False,PLETISMOGRAFÍA DE PIES Y GRUESOS ARTEJOS,A,True,,000,599,,,1,,2,1,1,,True,False,False,False,False,False,False,,,
H4991,882326,312402,31203,PLETISMOGRAFIA DE VASOS VENOSOS EN MIEMBROS INFERIORES,False,41580.0,0.0,0.0,5.69,False,,69,,True,2,,0.0,0.0,,False,PLETISMOGRAFÍA VENOSA O ARTERIAL DE MMSS O MMII,A,True,,000,599,,,1,,2,1,1,,True,False,False,False,False,False,False,,,
H4992,882330,312235,31214,DOPPLER DE VASOS ARTERIALES DE MIEMBROS INFERIORES,False,94475.0,0.0,0.0,5.09,False,R,3150,,True,2,43124701,0.0,0.0,,False,"DOPPLER CON ANÁLISIS ESPECTRAL, PERIORBITARIO, ARTERIAL O VENOSO DE MMSS, AORTA ABDOMINAL Y ARTERIAS ILÍACAS, VENAS CAVA INFERIOR E ILÍACAS, ARTERIAL O DE VENAS PROFUNDAS DE MMII, CIRCULACIÓN PENEANA, CIRCULACIÓN VENOSA O ARTERIAL ESCROTAL.",A,True,|Pos_Pr|Sub_Pr|,000,599,,,1,,2,1,1,,True,False,False,False,False,False,False,,,
H4993,882331,312236,31215,"Doppler con análisis espectral, carótidas, arterias vertebrales, arterial o venoso de MMII, aorta abdominal y arterias ilíacas, o de venas cava inferior e ilíacas.",False,81750.0,0.0,0.0,5.09,False,R,3150,,True,2,43124701,0.0,0.0,,False,"Doppler con análisis espectral, carótidas, arterias vertebrales, arterial o venoso de MMII, aorta abdominal y arterias ilíacas, o de venas cava inferior e ilíacas.",A,True,|Pos_Pr|Sub_Pr|,000,599,,,1,,2,1,1,,True,False,False,False,False,False,False,,,
H4994,882332,312235,31201,DUPLEX SCANNING [DOPPLER- ECOGRAFIA] DE VASOS ARTERIALES DE MIEMBROS INFERIORES,False,94475.0,0.0,0.0,12.63,False,,,,True,2,,0.0,0.0,,False,"IMAGEN Y DOPPLER PULSADO ESPECTRAL (DÚPLEX SCANNING), DE: ARTERIAS CARÓTIDAS, ARTERIAS VERTEBRALES, ARTERIAS AXILARES Y HUMERALES, AORTA ABDOMINAL, TRONCO CELÍACO, ARTERIAS ILÍACAS, ARTERIAS RENALES, ARTERIAS MESENTÉRICAS, ARTERIAS FEMORALES Y POPLÍTEA, A",A,True,,000,599,,,1,,2,1,1,,True,False,False,False,False,False,False,,,
H4995,882333,312236,31215,DUPLEX SCANNING [DOPPLER- ECOGRAFIA] DE VASOS VENOSOS DE MIEMBROS INFERIORES,False,81750.0,0.0,0.0,5.09,False,R,69,,True,2,,0.0,0.0,,False,"DOPPLER CON ANÁLISIS ESPECTRAL, CARÓTIDAS, ARTERIAS VERTEBRALES, ARTERIAL O VENOSO DE MMII, AORTA ABDOMINAL Y ARTERIAS ILÍACAS, O DE VENAS CAVA INFERIOR E ILÍACAS.",A,True,,000,599,,,1,,2,1,1,,True,False,False,False,False,False,False,,,
H4996,882334,312235,31201,DUPLEX SCANNING [DOPPLER- ECOGRAFIA] DE VASOS ARTERIALES DE MIEMBROS INFERIORES A COLOR,False,94475.0,0.0,0.0,12.63,False,,,,True,2,,0.0,0.0,,False,"IMAGEN Y DOPPLER PULSADO ESPECTRAL (DÚPLEX SCANNING), DE: ARTERIAS CARÓTIDAS, ARTERIAS VERTEBRALES, ARTERIAS AXILARES Y HUMERALES, AORTA ABDOMINAL, TRONCO CELÍACO, ARTERIAS ILÍACAS, ARTERIAS RENALES, ARTERIAS MESENTÉRICAS, ARTERIAS FEMORALES Y POPLÍTEA, A",A,True,,000,599,,,1,,2,1,1,,True,False,False,False,False,False,False,,,
H4997,882335,,31201,DUPLEX SCANNING [DOPPLER- ECOGRAFIA] DE VASOS VENOSOS DE MIEMBROS INFERIORES A COLOR,False,0.0,0.0,0.0,12.63,False,,,,True,2,,0.0,0.0,,False,"IMAGEN Y DOPPLER PULSADO ESPECTRAL (DÚPLEX SCANNING), DE: ARTERIAS CARÓTIDAS, ARTERIAS VERTEBRALES, ARTERIAS AXILARES Y HUMERALES, AORTA ABDOMINAL, TRONCO CELÍACO, ARTERIAS ILÍACAS, ARTERIAS RENALES, ARTERIAS MESENTÉRICAS, ARTERIAS FEMORALES Y POPLÍTEA, A",A,True,,000,599,,,1,,2,1,1,,True,False,False,False,False,False,False,,,
H4998,882340,312403,31204,"PLETISMOGRAFIA ARTERIAL DE MIEMBROS INFERIORES, POST EJERCICIO",False,70680.0,0.0,0.0,9.68,False,R,69,,True,2,,0.0,0.0,,False,PLETISMOGRAFIA VENOSA O ARTERIAL DE MMSS O MMII EN REPOSO Y POST EJERCICIO,A,True,,000,599,,,1,,2,1,1,,True,False,False,False,False,False,False,,,
H4999,882350,312402,31208,PLETISMOGRAFIA VENOSA CUANTITATIVA DE MIEMBROS INFERIORES (APG),False,41580.0,0.0,0.0,5.69,False,,69,,True,2,,0.0,0.0,,False,PLETISMOGRAFÍA DE TIEMPO RECUPERACIÓN DE LLENADO VENOSO MMII,A,True,,000,599,,,1,,2,1,1,,True,False,False,False,False,False,False,,,
H5,010201,1283,1251,PUNCIÓN [ASPIRACION DE LIQUIDO] VENTRICULAR A TRAVES DE CATETER PREVIAMENTE IMPLANTADO,False,0.0,0.0,0.0,5.0,True,,,30,True,3,,419.0,0.0,,False,PUNCIÓN VENTRICULAR,A,True,,000,599,,,2,,,,,,True,False,False,False,False,False,False,,,
H50,015102,1131,1162,"RESECCIÓN TUMOR OSEO, POR CRANIECTOMIA +",False,0.0,0.0,0.0,20.0,True,I,88,85,True,3,,4044.0,0.0,,False,CRANEOPLASTIA PARA CORRECCIÓN DE DEFECTO POR RESECCIÓN DEL TUMOR ÓSEO O INFECCIÓN,A,True,,000,599,,,2,,,,,,True,False,False,False,False,False,False,,,
H500,084100,2232,2241,"CORRECCIÓN DE ENTROPIÓN, POR TECNICA DE SUTURA SOD",False,0.0,0.0,0.0,7.0,True,I,87,50,True,3,,1310.0,0.0,,False,CORRECCIÓN ENTROPIÓN,A,True,,000,599,,,2,,,,,,True,False,False,False,False,False,False,,,
H5000,882370,,,FLEBOGRAFIA DE IMPEDANCIA +,False,0.0,0.0,0.0,0.0,False,,,,True,,,0.0,0.0,,False,,A,True,|Pos_Pr|Sub_Pr|,000,599,,,1,,2,1,1,,True,False,False,False,False,False,False,,,
H5001,882390,312405,31201,MEDICION DE PRESIONES SEGMENTARIAS E INDICES ARTERIALES CON DOPPLER,False,70680.0,0.0,0.0,12.63,False,,,,True,2,,0.0,0.0,,False,"IMAGEN Y DOPPLER PULSADO ESPECTRAL (DÚPLEX SCANNING), DE: ARTERIAS CARÓTIDAS, ARTERIAS VERTEBRALES, ARTERIAS AXILARES Y HUMERALES, AORTA ABDOMINAL, TRONCO CELÍACO, ARTERIAS ILÍACAS, ARTERIAS RENALES, ARTERIAS MESENTÉRICAS, ARTERIAS FEMORALES Y POPLÍTEA, A",A,True,,000,599,,,1,,2,1,1,,True,False,False,False,False,False,False,,,
H5002,882600,312241,31221,DUPLEX SCANNING [DOPPLER- ECOGRAFIA] DE OTROS ORGANOS TRASPLANTADOS SOD,False,59180.0,0.0,0.0,4.53,False,,69,,True,2,,0.0,0.0,,False,ESTUDIO DE CONTROL DE TRASPLANTES,A,True,,000,599,,,1,,2,1,1,,True,False,False,False,False,False,False,,,
H5003,882601,,31220,"DUPLEX SCANNING [DOPPLER- ECOGRAFIA] DE OTROS ORGANOS TRASPLANTADOS NCOC, A COLOR",False,0.0,0.0,0.0,8.1,False,,,,True,2,,0.0,0.0,,False,ESTUDIO DE OTROS ÓRGANOS TRASPLANTADOS,A,True,,000,599,,,1,,2,1,1,,True,False,False,False,False,False,False,,,
H5004,882610,312240,31219,DUPLEX SCANNING [DOPPLER- ECOGRAFIA] DE RIÑON TRASPLANTADO,False,48545.0,0.0,0.0,6.65,False,,69,,True,2,,0.0,0.0,,False,ESTUDIO DE RIÑÓN TRASPLANTADO CON ANÁLISIS DOPPLER,A,True,,000,599,,,1,,2,1,1,,True,False,False,False,False,False,False,,,
H5005,882611,312240,31219,DUPLEX SCANNING [DOPPLER- ECOGRAFIA] DE RIÑON TRASPLANTADO A COLOR,False,48545.0,0.0,0.0,6.65,False,,,,True,2,,0.0,0.0,,False,ESTUDIO DE RIÑÓN TRASPLANTADO CON ANÁLISIS DOPPLER,A,True,,000,599,,,1,,2,1,1,,True,False,False,False,False,False,False,,,
H5006,882802,,31201,DUPLEX SCANNING [DOPPLER- ECOGRAFIA] DE VASOS NCOC,False,0.0,0.0,0.0,12.63,False,,,,True,,,0.0,0.0,,False,"IMAGEN Y DOPPLER PULSADO ESPECTRAL (DÚPLEX SCANNING), DE: ARTERIAS CARÓTIDAS, ARTERIAS VERTEBRALES, ARTERIAS AXILARES Y HUMERALES, AORTA ABDOMINAL, TRONCO CELÍACO, ARTERIAS ILÍACAS, ARTERIAS RENALES, ARTERIAS MESENTÉRICAS, ARTERIAS FEMORALES Y POPLÍTEA, A",A,True,|Pos_Pr|Sub_Pr|,000,599,,,1,,2,1,1,,True,False,False,False,False,False,False,,,
H5007,882803,,31201,DUPLEX SCANNING [DOPPLER- ECOGRAFIA] DE VASOS NCOC A COLOR,False,0.0,0.0,0.0,12.63,False,,,,True,2,,0.0,0.0,,False,"IMAGEN Y DOPPLER PULSADO ESPECTRAL (DÚPLEX SCANNING), DE: ARTERIAS CARÓTIDAS, ARTERIAS VERTEBRALES, ARTERIAS AXILARES Y HUMERALES, AORTA ABDOMINAL, TRONCO CELÍACO, ARTERIAS ILÍACAS, ARTERIAS RENALES, ARTERIAS MESENTÉRICAS, ARTERIAS FEMORALES Y POPLÍTEA, A",A,True,,000,599,,,1,,2,1,1,,True,False,False,False,False,False,False,,,
H5008,882840,313247,31201,DUPLEX SCANNING [DOPPLER- ECOGRAFIA] COMO GUIA EN COLOCACION DE CATETERES ,False,100710.0,0.0,0.0,12.63,False,,,,True,2,,0.0,0.0,,False,"IMAGEN Y DOPPLER PULSADO ESPECTRAL (DÚPLEX SCANNING), DE: ARTERIAS CARÓTIDAS, ARTERIAS VERTEBRALES, ARTERIAS AXILARES Y HUMERALES, AORTA ABDOMINAL, TRONCO CELÍACO, ARTERIAS ILÍACAS, ARTERIAS RENALES, ARTERIAS MESENTÉRICAS, ARTERIAS FEMORALES Y POPLÍTEA, A",A,True,,000,599,,,1,,2,1,1,,True,False,False,False,False,False,False,,,
H5009,883101,313301,31303,RESONANCIA NUCLEAR MAGNETICA DE CEREBRO,False,366035.0,0.0,0.0,85.97,False,A,3150,,True,3,,0.0,0.0,,False,"CRÁNEO (BASE DE CRÁNEO, ÓRBITAS, CEREBRO, SILLA TURCA), COLUMNA, CERVICAL, COLUMNA TORÁCICA, COLUMNA LUMBOSACRA, TÓRAX (CORAZÓN, GRANDES VASOS, MEDIASTINO Y PULMONES), ABDOMEN Y PELVIS, SISTEMA MÚSCULO ESQUELÉTICO",A,True,|Pos_Pr|Sub_Pr|,000,599,,,1,,2,1,1,,True,False,False,,,False,False,,,
H501,084200,15278,2242,"CORRECCIÓN DE ENTROPIÓN, CON INJERTO SOD",False,0.0,0.0,0.0,8.0,True,I,87,110,True,3,,4768.0,0.0,,False,CORRECCIÓN ENTROPIÓN CON EXCESO DE LAXITUD HORIZONTAL,A,True,,000,599,,,2,,,,,,True,False,False,False,False,False,False,,,
H5010,883102,313303,31303,RESONANCIA NUCLEAR MAGNETICA DE BASE DE CRANEO-SILLA TURCA,False,366035.0,0.0,0.0,85.97,False,,,,True,3,,0.0,0.0,,False,"CRÁNEO (BASE DE CRÁNEO, ÓRBITAS, CEREBRO, SILLA TURCA), COLUMNA, CERVICAL, COLUMNA TORÁCICA, COLUMNA LUMBOSACRA, TÓRAX (CORAZÓN, GRANDES VASOS, MEDIASTINO Y PULMONES), ABDOMEN Y PELVIS, SISTEMA MÚSCULO ESQUELÉTICO",A,True,,000,599,,,1,,2,1,1,,True,False,False,False,False,False,False,,,
H5011,883103,313302,31303,RESONANCIA NUCLEAR MAGNETICA DE ORBITAS,False,366035.0,0.0,0.0,85.97,False,,,,True,3,,0.0,0.0,,False,"CRÁNEO (BASE DE CRÁNEO, ÓRBITAS, CEREBRO, SILLA TURCA), COLUMNA, CERVICAL, COLUMNA TORÁCICA, COLUMNA LUMBOSACRA, TÓRAX (CORAZÓN, GRANDES VASOS, MEDIASTINO Y PULMONES), ABDOMEN Y PELVIS, SISTEMA MÚSCULO ESQUELÉTICO",A,True,,000,599,,,1,,2,1,1,,True,False,False,False,False,False,False,,,
H5012,883105,313313,31301,RESONANCIA NUCLEAR MAGNETICA DE ARTICULACION TEMPOROMANDIBULAR,False,280620.0,0.0,0.0,34.4,False,,,,True,3,,0.0,0.0,,False,"ARTICULACIONES: PIE Y CUELLO DEL PIE, RODILLA, CADERA, CODO, HOMBRO, TEMPORO MANDIBULAR",A,True,,000,599,,,1,,2,1,1,,True,False,False,False,False,False,False,,,
H5013,883108,313319,31303,RESONANCIA NUCLEAR MAGNETICA DE PARES CRANEANOS,False,274175.0,0.0,0.0,85.97,False,,,,True,3,,0.0,0.0,,False,"CRÁNEO (BASE DE CRÁNEO, ÓRBITAS, CEREBRO, SILLA TURCA), COLUMNA, CERVICAL, COLUMNA TORÁCICA, COLUMNA LUMBOSACRA, TÓRAX (CORAZÓN, GRANDES VASOS, MEDIASTINO Y PULMONES), ABDOMEN Y PELVIS, SISTEMA MÚSCULO ESQUELÉTICO",A,True,,000,599,,,1,,2,1,1,,True,False,False,False,False,False,False,,,
H5014,883210,313304,31305,RESONANCIA NUCLEAR MAGNETICA DE COLUMNA CERVICAL SIMPLE ,False,366035.0,0.0,0.0,74.51,False,,,,True,3,,0.0,0.0,,False,SEGMENTO ADICIONAL DE COLUMNA VERTEBRAL,A,True,,000,599,,,1,,2,1,1,,True,False,False,False,False,False,False,,,
H5015,883211,313304,31305,RESONANCIA NUCLEAR MAGNETICA DE COLUMNA CERVICAL CON CONTRASTE,False,366035.0,0.0,0.0,74.51,False,R,60,,True,3,,0.0,0.0,,False,SEGMENTO ADICIONAL DE COLUMNA VERTEBRAL,A,True,,000,599,,,1,,2,1,1,,True,False,False,False,False,False,False,,,
H5016,883220,313305,31303,RESONANCIA NUCLEAR MAGNETICA DE COLUMNA TORACICA SIMPLE +,False,366035.0,0.0,0.0,85.97,False,,,,True,3,,0.0,0.0,,False,"CRÁNEO (BASE DE CRÁNEO, ÓRBITAS, CEREBRO, SILLA TURCA), COLUMNA, CERVICAL, COLUMNA TORÁCICA, COLUMNA LUMBOSACRA, TÓRAX (CORAZÓN, GRANDES VASOS, MEDIASTINO Y PULMONES), ABDOMEN Y PELVIS, SISTEMA MÚSCULO ESQUELÉTICO",A,True,,000,599,,,1,,2,1,1,,True,False,False,False,False,False,False,,,
H5017,883221,313305,31305,RESONANCIA NUCLEAR MAGNETICA DE COLUMNA TORACICA CON CONTRASTE,False,366035.0,0.0,0.0,74.51,False,,,,True,3,,0.0,0.0,,False,SEGMENTO ADICIONAL DE COLUMNA VERTEBRAL,A,True,,000,599,,,1,,2,1,1,,True,False,False,False,False,False,False,,,
H5018,883230,313306,31303,RESONANCIA NUCLEAR MAGNETICA DE COLUMNA LUMBOSACRA SIMPLE +,False,366035.0,0.0,0.0,85.97,False,A,3150,,True,3,,0.0,0.0,,False,"CRÁNEO (BASE DE CRÁNEO, ÓRBITAS, CEREBRO, SILLA TURCA), COLUMNA, CERVICAL, COLUMNA TORÁCICA, COLUMNA LUMBOSACRA, TÓRAX (CORAZÓN, GRANDES VASOS, MEDIASTINO Y PULMONES), ABDOMEN Y PELVIS, SISTEMA MÚSCULO ESQUELÉTICO",A,True,|Pos_Pr|Sub_Pr|,000,599,,,1,,2,1,1,,True,False,False,False,False,False,False,,,
H5019,883231,313306,31305,RESONANCIA NUCLEAR MAGNETICA DE COLUMNA LUMBAR CON CONTRASTE,False,366035.0,0.0,0.0,74.51,False,,,,True,3,,0.0,0.0,,False,SEGMENTO ADICIONAL DE COLUMNA VERTEBRAL,A,True,,000,599,,,1,,2,1,1,,True,False,False,False,False,False,False,,,
H502,084300,15278,2246,"CORRECCIÓN DE ECTROPION, CON INJERTO SOD",False,0.0,0.0,0.0,8.0,True,I,87,110,True,3,,4768.0,0.0,,False,INJERTO PÁRPADO (CORRECCIÓN ECTROPIÓN O ENTROPIÓN),A,True,,000,599,,,2,,,,,,True,False,False,False,False,False,False,,,
H5020,883301,313307,31303,RESONANCIA NUCLEAR MAGNETICA DE TORAX PROYECCIONES PA Y LATERAL +,False,366035.0,0.0,0.0,85.97,False,,,,True,3,,0.0,0.0,,False,"CRÁNEO (BASE DE CRÁNEO, ÓRBITAS, CEREBRO, SILLA TURCA), COLUMNA, CERVICAL, COLUMNA TORÁCICA, COLUMNA LUMBOSACRA, TÓRAX (CORAZÓN, GRANDES VASOS, MEDIASTINO Y PULMONES), ABDOMEN Y PELVIS, SISTEMA MÚSCULO ESQUELÉTICO",A,True,,000,599,,,1,,2,1,1,,True,False,False,False,False,False,False,,,
H5021,883302,313307,31303,RESONANCIA NUCLEAR MAGNETICA DE TORAX CON PROYECCIONES DECUBITO LATERAL O CON BUCKY +,False,366035.0,0.0,0.0,85.97,False,,,,True,,,0.0,0.0,,False,"CRÁNEO (BASE DE CRÁNEO, ÓRBITAS, CEREBRO, SILLA TURCA), COLUMNA, CERVICAL, COLUMNA TORÁCICA, COLUMNA LUMBOSACRA, TÓRAX (CORAZÓN, GRANDES VASOS, MEDIASTINO Y PULMONES), ABDOMEN Y PELVIS, SISTEMA MÚSCULO ESQUELÉTICO",A,True,|Pos_Pr|Sub_Pr|,000,599,,,1,,2,1,1,,True,False,False,False,False,False,False,,,
H5022,883304,313307,31303,"RESONANCIA NUCLEAR MAGNETICA DE TORAX PROYECCIONES PA Y LATERAL, CON FLUOROSCOPIA +",False,366035.0,0.0,0.0,85.97,False,,,,True,3,,0.0,0.0,,False,"CRÁNEO (BASE DE CRÁNEO, ÓRBITAS, CEREBRO, SILLA TURCA), COLUMNA, CERVICAL, COLUMNA TORÁCICA, COLUMNA LUMBOSACRA, TÓRAX (CORAZÓN, GRANDES VASOS, MEDIASTINO Y PULMONES), ABDOMEN Y PELVIS, SISTEMA MÚSCULO ESQUELÉTICO",A,True,,000,599,,,1,,2,1,1,,True,False,False,False,False,False,False,,,
